'Frame (30fps)', 'hips' (mm), 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L', 'toes_r', 'toes_l', 'fingers_r_Ctrl', 'fingers_l_Ctrl'
1347,-10,4.34,1.34,-4.34,-4.34,82.09,-15.92,-6.33,-15.23,25.53,-76.1,74.73,-26.44,-10.97,-64.89,11.12,-73.78,-13.1,25.58,-12.48,-11.15,25.33,-14.18,-42.39,-39.77,0,0
1348,-11,4.26,1.39,-4.26,-4.26,81.83,-15.24,-5.44,-14.14,28.09,-75.68,74.41,-25.97,-11.88,-64.45,7.64,-73.91,-13.44,26.24,-12.8,-11.49,25.99,-14.51,-42.16,-39.53,0,0
1349,-12,4.17,1.43,-4.17,-4.17,81.55,-14.59,-4.67,-13.16,30.62,-75.22,74.1,-25.51,-12.78,-64.04,4.16,-74.04,-13.76,26.87,-13.11,-11.81,26.63,-14.82,-41.92,-39.29,0,0
1350,-12,4.08,1.47,-4.08,-4.08,81.23,-13.97,-4.02,-12.32,33.1,-74.73,73.79,-25.04,-13.67,-63.66,0.7,-74.17,-14.07,27.47,-13.4,-12.12,27.23,-15.11,-41.68,-39.05,0,0
1351,-13,3.99,1.51,-3.99,-3.99,80.88,-13.4,-3.53,-11.63,35.55,-74.21,73.5,-24.58,-14.54,-63.3,-2.74,-74.29,-14.36,28.04,-13.68,-12.41,27.8,-15.39,-41.44,-38.81,0,0
1352,-13,3.9,1.55,-3.9,-3.9,80.46,-12.88,-3.15,-11.02,37.96,-73.75,73.21,-24.12,-15.39,-62.95,-6.15,-74.42,-14.63,28.57,-13.94,-12.68,28.33,-15.66,-41.2,-38.57,0,0
1353,-13,3.81,1.59,-3.81,-3.81,79.95,-12.42,-2.83,-10.41,40.31,-73.42,72.92,-23.67,-16.22,-62.62,-9.52,-74.54,-14.88,29.06,-14.18,-12.93,28.83,-15.9,-40.96,-38.32,0,0
1354,-14,3.71,1.62,-3.71,-3.71,79.36,-12.01,-2.58,-9.82,42.61,-73.13,72.64,-23.21,-17.03,-62.3,-12.83,-74.66,-15.12,29.52,-14.4,-13.17,29.3,-16.13,-40.72,-38.08,0,0
1355,-14,3.61,1.65,-3.61,-3.61,78.69,-11.65,-2.39,-9.24,44.85,-72.82,72.37,-22.76,-17.82,-61.98,-16.09,-74.78,-15.34,29.94,-14.61,-13.39,29.72,-16.34,-40.48,-37.84,0,0
1356,-15,3.51,1.68,-3.51,-3.51,77.95,-11.34,-2.24,-8.69,47.03,-72.4,72.09,-22.32,-18.58,-61.67,-19.28,-74.9,-15.53,30.33,-14.79,-13.58,30.11,-16.53,-40.24,-37.6,0,0
1357,-15,3.41,1.71,-3.41,-3.41,77.15,-11.06,-2.13,-8.16,49.15,-71.81,71.82,-21.87,-19.32,-61.36,-22.38,-75.01,-15.71,30.67,-14.96,-13.76,30.46,-16.7,-40.01,-37.36,0,0
1358,-15,3.3,1.74,-3.3,-3.3,76.3,-10.82,-2.06,-7.66,51.19,-70.97,71.56,-21.44,-20.04,-61.05,-25.41,-75.11,-15.87,30.98,-15.11,-13.91,30.76,-16.85,-39.77,-37.12,0,0
1359,-16,3.19,1.77,-3.19,-3.19,75.41,-10.6,-2.02,-7.19,53.16,-69.8,71.29,-21,-20.72,-60.73,-28.33,-75.22,-16,31.24,-15.24,-14.05,31.03,-16.98,-39.53,-36.88,0,0
1360,-16,3.09,1.79,-3.09,-3.09,74.48,-10.41,-2,-6.76,55.06,-68.23,71.02,-20.57,-21.38,-60.4,-31.15,-75.32,-16.11,31.46,-15.35,-14.16,31.25,-17.09,-39.3,-36.65,0,0
1361,-16,2.98,1.82,-2.98,-2.98,73.53,-10.25,-1.99,-6.38,56.87,-66.18,70.76,-20.15,-22,-60.05,-33.85,-75.41,-16.2,31.63,-15.43,-14.25,31.42,-17.17,-39.07,-36.41,0,0
1362,-16,2.86,1.84,-2.86,-2.86,72.55,-10.09,-1.99,-6.05,58.59,-63.58,70.49,-19.72,-22.59,-59.69,-36.43,-75.5,-16.27,31.76,-15.49,-14.31,31.55,-17.24,-38.84,-36.18,0,0
1363,-16,2.75,1.86,-2.75,-2.75,71.51,-9.95,-2.1,-5.76,60.22,-60.54,70.23,-19.31,-23.15,-59.31,-38.88,-75.59,-16.31,31.84,-15.53,-14.35,31.63,-17.27,-38.62,-35.95,0,0
1364,-16,2.64,1.87,-2.64,-2.64,70.36,-9.83,-2.43,-5.54,61.76,-57.22,69.96,-18.9,-23.67,-58.91,-41.18,-75.67,-16.32,31.86,-15.54,-14.37,31.66,-17.29,-38.39,-35.72,0,0
1365,-16,2.52,1.89,-2.52,-2.52,69.13,-9.73,-2.93,-5.37,63.2,-53.64,69.69,-18.5,-24.15,-58.47,-43.33,-75.74,-16.3,31.81,-15.52,-14.34,31.61,-17.26,-38.17,-35.49,0.02,0
1366,-16,2.4,1.91,-2.4,-2.4,67.83,-9.65,-3.6,-5.27,64.54,-49.82,69.42,-18.1,-24.59,-58.01,-45.32,-75.81,-16.22,31.67,-15.45,-14.27,31.46,-17.19,-37.96,-35.26,0.1,0
1367,-16,2.28,1.92,-2.28,-2.28,66.49,-9.58,-4.39,-5.24,65.76,-45.79,69.14,-17.71,-25,-57.51,-47.14,-75.88,-16.1,31.43,-15.33,-14.15,31.22,-17.07,-37.75,-35.04,0.31,0
1368,-15,2.16,1.93,-2.16,-2.16,65.14,-9.52,-5.28,-5.29,66.88,-41.56,68.86,-17.33,-25.36,-56.98,-48.78,-75.93,-15.94,31.11,-15.18,-13.98,30.9,-16.92,-37.54,-34.82,0.72,0
1369,-15,2.04,1.94,-2.04,-2.04,63.79,-9.48,-6.25,-5.41,67.88,-37.15,68.57,-16.95,-25.68,-56.4,-50.23,-75.98,-15.73,30.71,-14.98,-13.78,30.5,-16.72,-37.34,-34.6,1.42,0
1370,-15,1.92,1.95,-1.92,-1.92,62.47,-9.45,-7.26,-5.62,68.76,-32.58,68.28,-16.58,-25.95,-55.78,-51.49,-76.03,-15.49,30.24,-14.75,-13.53,30.02,-16.48,-37.15,-34.38,2.48,0
1371,-14,1.8,1.96,-1.8,-1.8,61.2,-9.43,-8.29,-5.91,69.52,-27.87,67.99,-16.22,-26.18,-55.11,-52.53,-76.06,-15.21,29.69,-14.48,-13.25,29.47,-16.21,-36.96,-34.17,3.98,0
1372,-13,1.68,1.96,-1.68,-1.68,60,-9.41,-9.32,-6.3,70.15,-23.04,67.68,-15.87,-26.36,-54.39,-53.36,-76.09,-14.89,29.07,-14.18,-12.94,28.85,-15.91,-36.77,-33.96,5.98,0
1373,-13,1.55,1.96,-1.55,-1.55,58.91,-9.4,-10.31,-6.79,70.64,-18.11,67.37,-15.52,-26.49,-53.61,-53.96,-76.11,-14.54,28.39,-13.85,-12.59,28.16,-15.57,-36.57,-33.76,8.52,0
1374,-12,1.43,1.97,-1.43,-1.43,57.93,-9.4,-11.24,-7.37,71,-13.1,67.05,-15.18,-26.57,-52.78,-54.33,-76.12,-14.16,27.66,-13.49,-12.21,27.42,-15.2,-36.36,-33.55,11.64,0
1375,-11,1.3,1.97,-1.3,-1.3,57.09,-9.39,-12.09,-8.06,71.22,-8.03,66.72,-14.85,-26.59,-51.88,-54.46,-76.13,-13.76,26.86,-13.1,-11.8,26.62,-14.81,-36.14,-33.36,15.33,0
1376,-11,1.17,1.96,-1.17,-1.17,56.43,-9.39,-12.81,-8.86,71.3,-2.91,66.39,-14.53,-26.52,-50.88,-54.27,-76.11,-13.32,26.01,-12.69,-11.37,25.76,-14.39,-35.91,-33.16,19.57,0
1377,-10,1.05,1.95,-1.05,-1.05,55.89,-9.42,-13.46,-9.76,71.22,2.22,66.04,-14.22,-26.32,-49.75,-53.73,-76.05,-12.86,25.11,-12.25,-10.91,24.85,-13.94,-35.68,-32.97,24.32,0
1378,-9,0.92,1.94,-0.92,-0.92,55.45,-9.48,-14.07,-10.71,70.99,7.36,65.67,-13.92,-25.99,-48.49,-52.84,-75.94,-12.38,24.17,-11.79,-10.42,23.9,-13.48,-35.44,-32.78,29.52,0
1379,-9,0.79,1.92,-0.79,-0.79,55.09,-9.58,-14.66,-11.73,70.61,12.48,65.28,-13.63,-25.54,-47.11,-51.63,-75.8,-11.87,23.18,-11.31,-9.91,22.9,-12.99,-35.2,-32.6,35.09,0
1380,-8,0.67,1.89,-0.67,-0.67,54.8,-9.72,-15.23,-12.81,70.09,17.56,64.87,-13.35,-24.99,-45.64,-50.1,-75.62,-11.35,22.16,-10.81,-9.39,21.87,-12.48,-34.95,-32.42,40.94,0
1381,-7,0.54,1.86,-0.54,-0.54,54.57,-9.89,-15.78,-13.95,69.44,22.59,64.43,-13.07,-24.35,-44.07,-48.27,-75.39,-10.81,21.11,-10.3,-8.84,20.8,-11.96,-34.7,-32.25,46.96,0
1382,-6,0.41,1.82,-0.41,-0.41,54.4,-10.09,-16.32,-15.14,68.67,27.54,63.97,-12.8,-23.63,-42.42,-46.17,-75.12,-10.26,20.03,-9.77,-8.29,19.71,-11.42,-34.44,-32.08,53.04,0
1383,-6,0.28,1.77,-0.28,-0.28,54.28,-10.31,-16.84,-16.38,67.77,32.39,63.49,-12.55,-22.83,-40.7,-43.8,-74.81,-9.69,18.93,-9.24,-7.72,18.59,-10.87,-34.18,-31.92,59.06,0
1384,-5,0.16,1.72,-0.16,-0.16,54.2,-10.55,-17.36,-17.66,66.76,37.13,63,-12.3,-21.97,-38.92,-41.18,-74.46,-9.13,17.82,-8.7,-7.14,17.46,-10.32,-33.92,-31.76,64.91,0
1385,-4,0.03,1.67,-0.03,-0.03,54.15,-10.8,-17.86,-18.99,65.64,41.74,62.49,-12.06,-21.06,-37.1,-38.33,-74.06,-8.56,16.72,-8.16,-6.57,16.34,-9.77,-33.66,-31.6,70.48,0
1386,-4,-0.1,1.61,0.1,0.1,54.13,-11.07,-18.37,-20.37,64.42,46.19,61.98,-11.83,-20.11,-35.23,-35.26,-73.62,-8.01,15.64,-7.63,-6,15.23,-9.22,-33.4,-31.46,75.68,0
1387,-3,-0.23,1.55,0.23,0.23,54.12,-11.35,-18.88,-21.78,63.11,50.46,61.45,-11.61,-19.12,-33.34,-31.99,-73.14,-7.47,14.59,-7.12,-5.45,14.15,-8.7,-33.14,-31.32,80.43,0
1388,-3,-0.35,1.49,0.35,0.35,54.11,-11.62,-19.39,-23.23,61.7,54.54,60.92,-11.39,-18.12,-31.44,-28.53,-72.61,-6.97,13.61,-6.64,-4.94,13.14,-8.2,-32.88,-31.18,84.67,0
1389,-3,-0.48,1.42,0.48,0.48,54.24,-11.9,-19.91,-24.71,60.22,58.41,60.38,-11.19,-17.1,-29.53,-24.91,-72.04,-6.51,12.72,-6.21,-4.47,12.21,-7.75,-32.62,-31.05,88.36,0
1390,-2,-0.61,1.35,0.61,0.61,54.58,-12.18,-20.44,-26.22,58.66,62.04,59.83,-10.99,-16.09,-27.63,-21.13,-71.43,-6.13,11.96,-5.84,-4.06,11.43,-7.36,-32.37,-30.92,91.48,0
1391,-2,-0.73,1.27,0.73,0.73,55.11,-12.44,-20.99,-27.75,57.03,65.42,59.29,-10.81,-15.08,-25.75,-17.21,-70.77,-5.83,11.39,-5.56,-3.76,10.82,-7.07,-32.12,-30.81,94.02,0
1392,-2,-0.85,1.19,0.85,0.85,55.8,-12.7,-21.55,-29.31,55.33,68.53,58.75,-10.63,-14.1,-23.89,-13.17,-70.06,-5.65,11.04,-5.39,-3.57,10.46,-6.89,-31.87,-30.69,96.02,0
1393,-2,-0.98,1.11,0.98,0.98,56.61,-12.94,-22.13,-30.9,53.58,71.35,58.21,-10.46,-13.15,-22.08,-9.02,-69.31,-5.62,10.97,-5.35,-3.53,10.38,-6.85,-31.62,-30.59,97.52,0
1394,-2,-1.1,1.03,1.1,1.1,57.51,-13.16,-22.74,-32.5,51.78,73.85,57.68,-10.3,-12.24,-20.31,-4.78,-68.51,-5.67,11.08,-5.41,-3.59,10.5,-6.91,-31.38,-30.49,98.58,0
1395,-2,-1.22,0.94,1.22,1.22,58.48,-13.35,-23.38,-34.11,49.94,76.02,57.15,-10.14,-11.38,-18.61,-0.46,-67.67,-5.77,11.27,-5.5,-3.69,10.7,-7.01,-31.15,-30.4,99.28,0
1396,-2,-1.34,0.86,1.34,1.34,59.47,-13.52,-24.05,-35.74,48.05,77.84,56.64,-10,-10.58,-16.99,3.91,-66.78,-5.9,11.53,-5.63,-3.83,10.97,-7.14,-30.92,-30.32,99.69,0
1397,-2,-1.46,0.77,1.46,1.46,60.45,-13.66,-24.75,-37.37,46.14,79.3,56.14,-9.86,-9.85,-15.44,8.33,-65.84,-6.07,11.85,-5.79,-4.01,11.31,-7.31,-30.7,-30.24,99.9,0
1398,-2,-1.58,0.68,1.58,1.58,61.4,-13.77,-25.49,-39.01,44.2,80.36,55.65,-9.74,-9.21,-13.99,12.77,-64.86,-6.26,12.23,-5.97,-4.21,11.71,-7.5,-30.49,-30.17,99.98,0
1399,-3,-1.7,0.59,1.7,1.7,62.27,-13.83,-26.27,-40.66,42.24,81.01,55.17,-9.62,-8.67,-12.65,17.23,-63.83,-6.48,12.66,-6.18,-4.43,12.15,-7.72,-30.29,-30.11,100,0
1400,-3,-1.82,0.49,1.82,1.82,63.05,-13.85,-27.09,-42.3,40.27,81.23,54.72,-9.51,-8.22,-11.42,21.69,-62.75,-6.72,13.13,-6.41,-4.68,12.64,-7.96,-30.09,-30.05,100,0
1401,-3,-1.93,0.4,1.93,1.93,63.77,-13.83,-27.98,-43.95,38.21,81.23,54.28,-9.41,-7.89,-10.32,26.12,-61.62,-6.98,13.63,-6.65,-4.95,13.16,-8.21,-29.91,-30.01,100,0
1402,-3,-2.04,0.31,2.04,2.04,64.52,-13.77,-28.93,-45.58,35.96,81.22,53.87,-9.31,-7.68,-9.36,30.52,-60.45,-7.25,14.16,-6.91,-5.23,13.71,-8.48,-29.73,-29.97,100,0
1403,-3,-2.16,0.21,2.16,2.16,65.27,-13.67,-29.95,-47.21,33.55,81.19,53.49,-9.23,-7.61,-8.55,34.87,-59.23,-7.53,14.71,-7.18,-5.52,14.28,-8.76,-29.57,-29.94,100,0
1404,-4,-2.27,0.12,2.27,2.27,66.05,-13.55,-31.03,-48.83,30.99,81.14,53.13,-9.15,-7.72,-7.9,39.16,-57.95,-7.83,15.28,-7.46,-5.82,14.86,-9.05,-29.42,-29.92,100,0
1405,-4,-2.37,0.02,2.37,2.37,66.83,-13.39,-32.15,-50.43,28.31,81.06,52.79,-9.08,-8.05,-7.43,43.36,-56.63,-8.13,15.87,-7.74,-6.12,15.47,-9.34,-29.29,-29.9,100,0
1406,-4,-2.48,-0.07,2.48,2.48,67.62,-13.22,-33.32,-52.01,25.52,80.93,52.49,-9.02,-8.57,-7.13,47.46,-55.26,-8.43,16.47,-8.04,-6.44,16.08,-9.64,-29.16,-29.9,100,0
1407,-5,-2.59,-0.16,2.59,2.59,68.41,-13.02,-34.52,-53.58,22.64,80.76,52.23,-8.97,-9.28,-7.03,51.45,-53.84,-8.74,17.07,-8.33,-6.75,16.7,-9.94,-29.05,-29.9,100,0
1408,-5,-2.69,-0.25,2.69,2.69,69.2,-12.81,-35.76,-55.12,19.69,80.53,51.99,-8.92,-10.16,-7.2,55.31,-52.37,-9.05,17.68,-8.63,-7.07,17.32,-10.25,-28.96,-29.9,100,0
1409,-5,-2.79,-0.34,2.79,2.79,69.99,-12.59,-37.01,-56.63,16.68,80.24,51.8,-8.89,-11.21,-7.68,59.02,-50.85,-9.37,18.29,-8.93,-7.39,17.94,-10.55,-28.88,-29.91,100,0
1410,-6,-2.89,-0.43,2.89,2.89,70.77,-12.37,-38.27,-58.12,13.63,79.87,51.65,-8.86,-12.41,-8.45,62.57,-49.28,-9.68,18.91,-9.23,-7.71,18.57,-10.86,-28.82,-29.92,100,0
1411,-6,-2.99,-0.52,2.99,2.99,71.54,-12.14,-39.54,-59.57,10.56,79.42,51.53,-8.84,-13.75,-9.48,65.94,-47.66,-10,19.52,-9.53,-8.02,19.19,-11.17,-28.77,-29.93,100,0
1412,-6,-3.08,-0.61,3.08,3.08,72.29,-11.92,-40.8,-60.98,7.49,78.88,51.46,-8.83,-15.21,-10.75,69.13,-45.99,-10.31,20.13,-9.82,-8.34,19.81,-11.47,-28.74,-29.94,100,0
1413,-7,-3.17,-0.69,3.17,3.17,73.03,-11.67,-42.06,-62.36,4.44,78.24,51.44,-8.82,-16.8,-12.24,72.1,-44.26,-10.62,20.74,-10.12,-8.65,20.43,-11.77,-28.74,-29.96,100,0
1414,-7,-3.26,-0.77,3.26,3.26,73.75,-11.38,-43.31,-63.7,1.42,77.5,51.51,-8.82,-18.48,-13.91,74.91,-42.25,-10.93,21.34,-10.41,-8.96,21.04,-12.07,-28.74,-29.97,100,0
1415,-8,-3.35,-0.85,3.35,3.35,74.44,-11.06,-44.52,-64.99,-1.56,76.64,51.7,-8.83,-20.25,-15.75,77.62,-39.74,-11.23,21.93,-10.7,-9.27,21.64,-12.37,-28.77,-29.99,100,0
1416,-8,-3.44,-0.92,3.44,3.44,75.11,-10.72,-45.71,-66.24,-4.46,75.66,52,-8.84,-22.11,-17.73,80.21,-36.8,-11.53,22.52,-10.99,-9.57,22.23,-12.66,-28.81,-30.01,100,0.02
1417,-9,-3.52,-1,3.52,3.52,75.74,-10.38,-46.86,-67.43,-7.28,74.55,52.41,-8.85,-24.03,-19.82,82.67,-33.47,-11.83,23.1,-11.27,-9.87,22.82,-12.95,-28.88,-30.03,100,0.1
1418,-9,-3.6,-1.06,3.6,3.6,76.34,-10.04,-47.97,-68.58,-10,73.3,52.9,-8.87,-26,-22,84.99,-29.82,-12.12,23.67,-11.55,-10.17,23.4,-13.23,-28.95,-30.06,100,0.31
1419,-9,-3.68,-1.13,3.68,3.68,76.91,-9.72,-49.02,-69.66,-12.59,71.91,53.47,-8.89,-28.02,-24.25,87.15,-25.89,-12.41,24.23,-11.82,-10.46,23.96,-13.51,-29.04,-30.08,100,0.72
1420,-10,-3.75,-1.19,3.75,3.75,77.43,-9.44,-50.01,-70.69,-15.05,70.36,54.1,-8.91,-30.07,-26.54,89.13,-21.74,-12.69,24.79,-12.09,-10.74,24.52,-13.78,-29.15,-30.11,100,1.42
1421,-10,-3.82,-1.25,3.82,3.82,77.9,-9.21,-50.94,-71.66,-17.35,68.64,54.77,-8.94,-32.13,-28.84,90.93,-17.42,-12.97,25.33,-12.36,-11.02,25.07,-14.05,-29.27,-30.14,100,2.48
1422,-11,-3.89,-1.3,3.89,3.89,78.33,-9.03,-51.79,-72.56,-19.48,66.76,55.48,-8.96,-34.2,-31.13,92.54,-12.99,-13.24,25.85,-12.61,-11.29,25.6,-14.31,-29.41,-30.17,100,3.98
1423,-11,-3.96,-1.35,3.96,3.96,78.74,-8.9,-52.57,-73.37,-21.45,64.68,56.22,-8.99,-36.27,-33.38,93.93,-8.5,-13.51,26.37,-12.87,-11.55,26.12,-14.57,-29.56,-30.2,100,5.98
1424,-12,-4.02,-1.39,4.02,4.02,79.13,-8.78,-53.31,-74.09,-23.31,62.39,56.96,-9.02,-38.32,-35.57,95.1,-4,-13.76,26.88,-13.11,-11.81,26.63,-14.82,-29.72,-30.24,100,8.52
1425,-12,-4.08,-1.43,4.08,4.08,79.53,-8.68,-54.01,-74.73,-25.04,59.91,57.69,-9.05,-40.33,-37.68,96.03,0.45,-14.02,27.37,-13.35,-12.06,27.13,-15.06,-29.89,-30.27,100,11.64
1426,-12,-4.13,-1.46,4.13,4.13,79.91,-8.6,-54.65,-75.27,-26.67,57.24,58.41,-9.08,-42.31,-39.68,96.72,4.79,-14.26,27.84,-13.58,-12.31,27.61,-15.3,-30.08,-30.31,100,15.33
1427,-13,-4.18,-1.49,4.18,4.18,80.29,-8.52,-55.25,-75.74,-28.18,54.39,59.1,-9.11,-44.23,-41.54,97.14,8.98,-14.5,28.31,-13.81,-12.55,28.07,-15.53,-30.27,-30.35,100,19.57
1428,-13,-4.23,-1.51,4.23,4.23,80.67,-8.46,-55.81,-76.14,-29.59,51.37,59.75,-9.14,-46.08,-43.25,97.28,12.95,-14.73,28.76,-14.03,-12.78,28.53,-15.75,-30.48,-30.39,100,24.32
1429,-14,-4.28,-1.53,4.28,4.28,81.04,-8.4,-56.31,-76.47,-30.9,48.2,60.38,-9.17,-47.86,-44.91,96.83,16.66,-14.95,29.19,-14.24,-13,28.96,-15.96,-30.69,-30.43,100,29.52
1430,-14,-4.32,-1.54,4.32,4.32,81.4,-8.36,-56.77,-76.74,-32.1,44.88,61.02,-9.2,-49.54,-46.63,95.53,20.05,-15.16,29.61,-14.44,-13.21,29.38,-16.17,-30.92,-30.47,100,35.09
1431,-14,-4.36,-1.54,4.36,4.36,81.76,-8.32,-57.18,-76.96,-33.21,41.42,61.69,-9.23,-51.12,-48.38,93.44,23.07,-15.37,30.01,-14.64,-13.42,29.79,-16.37,-31.16,-30.51,100,40.94
1432,-15,-4.39,-1.54,4.39,4.39,82.11,-8.29,-57.54,-77.13,-34.23,37.84,62.36,-9.25,-52.59,-50.14,90.65,25.66,-15.57,30.4,-14.83,-13.62,30.18,-16.56,-31.4,-30.55,100,46.96
1433,-15,-4.43,-1.54,4.43,4.43,82.45,-8.26,-57.85,-77.25,-35.16,34.14,63.05,-9.28,-53.93,-51.86,87.2,27.77,-15.76,30.76,-15.01,-13.8,30.55,-16.74,-31.65,-30.6,100,53.04
1434,-15,-4.45,-1.54,4.45,4.45,82.78,-8.24,-58.12,-77.35,-36,30.33,63.75,-9.3,-55.13,-53.52,83.19,29.34,-15.94,31.11,-15.18,-13.98,30.9,-16.92,-31.91,-30.64,100,59.06
1435,-16,-4.48,-1.54,4.48,4.48,83.1,-8.22,-58.34,-77.41,-36.77,26.42,64.46,-9.32,-56.18,-55.09,78.67,30.32,-16.11,31.45,-15.34,-14.15,31.24,-17.08,-32.17,-30.69,100,64.91
1436,-16,-4.5,-1.54,4.5,4.5,83.42,-8.2,-58.51,-77.44,-37.45,22.43,65.18,-9.34,-57.06,-56.52,73.72,30.66,-16.27,31.76,-15.49,-14.32,31.55,-17.24,-32.44,-30.74,100,70.48
1437,-16,-4.51,-1.53,4.51,4.51,83.73,-8.19,-58.63,-77.46,-38.05,18.36,65.91,-9.35,-57.77,-57.79,68.4,30.49,-16.42,32.06,-15.64,-14.47,31.85,-17.38,-32.72,-30.78,100,75.68
1438,-17,-4.52,-1.53,4.52,4.52,84.03,-8.17,-58.7,-77.47,-38.59,14.22,66.64,-9.36,-58.29,-58.87,62.79,29.97,-16.56,32.33,-15.77,-14.61,32.13,-17.52,-33,-30.83,100,80.43
1439,-17,-4.53,-1.52,4.53,4.53,84.32,-8.15,-58.72,-77.47,-39.05,10.02,67.37,-9.37,-58.61,-59.72,56.96,29.13,-16.69,32.59,-15.9,-14.74,32.39,-17.65,-33.29,-30.88,99.98,84.67
1440,-17,-4.53,-1.52,4.53,4.53,84.6,-8.13,-58.64,-77.46,-39.47,5.77,68.11,-9.37,-58.72,-60.31,50.97,27.99,-16.82,32.83,-16.01,-14.86,32.62,-17.76,-33.58,-30.93,99.91,88.36
1441,-17,-4.52,-1.51,4.52,4.52,84.87,-8.11,-58.39,-77.42,-39.87,1.49,68.85,-9.37,-58.7,-60.76,44.89,26.56,-16.93,33.04,-16.12,-14.97,32.84,-17.87,-33.87,-30.98,99.72,91.48
1442,-18,-4.51,-1.51,4.51,4.51,85.13,-8.09,-57.98,-77.35,-40.24,-2.82,69.58,-9.36,-58.62,-61.21,38.8,24.87,-17.02,33.23,-16.21,-15.07,33.03,-17.96,-34.16,-31.03,99.35,94.02
1443,-18,-4.48,-1.5,4.48,4.48,85.38,-8.08,-57.44,-77.26,-40.58,-7.15,70.32,-9.36,-58.48,-61.65,32.76,22.93,-17.11,33.4,-16.29,-15.15,33.2,-18.05,-34.46,-31.08,98.72,96.02
1444,-18,-4.45,-1.49,4.45,4.45,85.62,-8.06,-56.78,-77.14,-40.91,-11.49,71.05,-9.35,-58.3,-62.08,26.85,20.76,-17.19,33.55,-16.36,-15.23,33.35,-18.12,-34.76,-31.13,97.75,97.52
1445,-18,-4.41,-1.48,4.41,4.41,85.84,-8.05,-56,-76.99,-41.21,-15.83,71.77,-9.34,-58.07,-62.5,21.12,18.38,-17.25,33.67,-16.42,-15.29,33.47,-18.18,-35.06,-31.18,96.38,98.58
1446,-18,-4.36,-1.47,4.36,4.36,86.06,-8.04,-55.12,-76.82,-41.49,-20.15,72.49,-9.33,-57.8,-62.9,15.67,15.81,-17.3,33.77,-16.47,-15.34,33.57,-18.23,-35.36,-31.23,94.54,99.28
1447,-18,-4.3,-1.47,4.3,4.3,86.26,-8.03,-54.15,-76.61,-41.74,-24.45,73.2,-9.32,-57.48,-63.3,10.54,13.06,-17.34,33.85,-16.51,-15.38,33.65,-18.27,-35.66,-31.28,92.2,99.69
1448,-18,-4.23,-1.46,4.23,4.23,86.46,-8.02,-53.11,-76.38,-41.98,-28.72,73.9,-9.31,-57.11,-63.67,5.82,10.16,-17.36,33.89,-16.53,-15.4,33.7,-18.29,-35.97,-31.33,89.32,99.9
1449,-18,-4.16,-1.45,4.16,4.16,86.64,-8.01,-52.01,-76.12,-42.2,-32.95,74.59,-9.3,-56.71,-64.03,1.57,7.12,-17.37,33.91,-16.54,-15.42,33.72,-18.3,-36.26,-31.39,85.9,99.98
1450,-18,-4.08,-1.44,4.08,4.08,86.8,-8.01,-50.86,-75.82,-42.4,-37.13,75.26,-9.28,-56.27,-64.37,-2.14,3.97,-17.37,33.91,-16.54,-15.41,33.71,-18.3,-36.56,-31.44,81.94,100
1451,-18,-3.99,-1.42,3.99,3.99,86.96,-8,-49.68,-75.49,-42.59,-41.25,75.93,-9.27,-55.78,-64.69,-5.23,0.71,-17.36,33.89,-16.53,-15.41,33.7,-18.29,-36.86,-31.49,77.49,100
1452,-18,-3.9,-1.41,3.9,3.9,87.1,-8,-48.47,-75.14,-42.75,-45.29,76.57,-9.26,-55.27,-64.98,-7.95,-2.62,-17.35,33.86,-16.51,-15.39,33.66,-18.27,-37.15,-31.54,72.58,100
1453,-18,-3.8,-1.4,3.8,3.8,87.23,-8,-47.26,-74.75,-42.91,-49.26,77.2,-9.24,-54.72,-65.25,-10.57,-6.02,-17.32,33.81,-16.49,-15.36,33.61,-18.25,-37.44,-31.59,67.29,100
1454,-18,-3.69,-1.39,3.69,3.69,87.34,-7.99,-46.05,-74.32,-43.04,-53.13,77.81,-9.23,-54.13,-65.49,-13.08,-9.46,-17.29,33.75,-16.46,-15.33,33.55,-18.22,-37.73,-31.64,61.7,100
1455,-18,-3.58,-1.37,3.58,3.58,87.44,-7.99,-44.85,-73.87,-43.16,-56.9,78.4,-9.22,-53.52,-65.7,-15.5,-12.93,-17.25,33.67,-16.42,-15.29,33.47,-18.18,-38.01,-31.69,55.9,100
1456,-18,-3.47,-1.36,3.47,3.47,87.52,-7.99,-43.68,-73.38,-43.27,-60.56,78.97,-9.21,-52.88,-65.89,-17.82,-16.4,-17.2,33.57,-16.37,-15.24,33.37,-18.13,-38.28,-31.74,50,100
1457,-18,-3.36,-1.35,3.36,3.36,87.59,-7.99,-42.56,-72.86,-43.37,-64.1,79.51,-9.2,-52.21,-66.04,-20.03,-19.86,-17.14,33.46,-16.32,-15.19,33.26,-18.08,-38.56,-31.79,44.1,100
